52 48
Z16xZ3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 2 0 4 5 3 7 8 6 10 11 9 13 14 12 16 17 15 19 20 18 22 23 21 25 26 24 28 29 27 31 32 30 34 35 33 37 38 36 40 41 39 43 44 42 46 47 45
2 0 1 5 3 4 8 6 7 11 9 10 14 12 13 17 15 16 20 18 19 23 21 22 26 24 25 29 27 28 32 30 31 35 33 34 38 36 37 41 39 40 44 42 43 47 45 46
3 4 5 0 1 2 9 10 11 6 7 8 15 16 17 12 13 14 21 22 23 18 19 20 27 28 29 24 25 26 33 34 35 30 31 32 39 40 41 36 37 38 45 46 47 42 43 44
4 5 3 1 2 0 10 11 9 7 8 6 16 17 15 13 14 12 22 23 21 19 20 18 28 29 27 25 26 24 34 35 33 31 32 30 40 41 39 37 38 36 46 47 45 43 44 42
5 3 4 2 0 1 11 9 10 8 6 7 17 15 16 14 12 13 23 21 22 20 18 19 29 27 28 26 24 25 35 33 34 32 30 31 41 39 40 38 36 37 47 45 46 44 42 43
6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17 30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41
7 8 6 10 11 9 1 2 0 4 5 3 19 20 18 22 23 21 13 14 12 16 17 15 31 32 30 34 35 33 25 26 24 28 29 27 43 44 42 46 47 45 37 38 36 40 41 39
8 6 7 11 9 10 2 0 1 5 3 4 20 18 19 23 21 22 14 12 13 17 15 16 32 30 31 35 33 34 26 24 25 29 27 28 44 42 43 47 45 46 38 36 37 41 39 40
9 10 11 6 7 8 3 4 5 0 1 2 21 22 23 18 19 20 15 16 17 12 13 14 33 34 35 30 31 32 27 28 29 24 25 26 45 46 47 42 43 44 39 40 41 36 37 38
10 11 9 7 8 6 4 5 3 1 2 0 22 23 21 19 20 18 16 17 15 13 14 12 34 35 33 31 32 30 28 29 27 25 26 24 46 47 45 43 44 42 40 41 39 37 38 36
11 9 10 8 6 7 5 3 4 2 0 1 23 21 22 20 18 19 17 15 16 14 12 13 35 33 34 32 30 31 29 27 28 26 24 25 47 45 46 44 42 43 41 39 40 38 36 37
12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11
13 14 12 16 17 15 19 20 18 22 23 21 25 26 24 28 29 27 31 32 30 34 35 33 37 38 36 40 41 39 43 44 42 46 47 45 1 2 0 4 5 3 7 8 6 10 11 9
14 12 13 17 15 16 20 18 19 23 21 22 26 24 25 29 27 28 32 30 31 35 33 34 38 36 37 41 39 40 44 42 43 47 45 46 2 0 1 5 3 4 8 6 7 11 9 10
15 16 17 12 13 14 21 22 23 18 19 20 27 28 29 24 25 26 33 34 35 30 31 32 39 40 41 36 37 38 45 46 47 42 43 44 3 4 5 0 1 2 9 10 11 6 7 8
16 17 15 13 14 12 22 23 21 19 20 18 28 29 27 25 26 24 34 35 33 31 32 30 40 41 39 37 38 36 46 47 45 43 44 42 4 5 3 1 2 0 10 11 9 7 8 6
17 15 16 14 12 13 23 21 22 20 18 19 29 27 28 26 24 25 35 33 34 32 30 31 41 39 40 38 36 37 47 45 46 44 42 43 5 3 4 2 0 1 11 9 10 8 6 7
18 19 20 21 22 23 12 13 14 15 16 17 30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41 6 7 8 9 10 11 0 1 2 3 4 5
19 20 18 22 23 21 13 14 12 16 17 15 31 32 30 34 35 33 25 26 24 28 29 27 43 44 42 46 47 45 37 38 36 40 41 39 7 8 6 10 11 9 1 2 0 4 5 3
20 18 19 23 21 22 14 12 13 17 15 16 32 30 31 35 33 34 26 24 25 29 27 28 44 42 43 47 45 46 38 36 37 41 39 40 8 6 7 11 9 10 2 0 1 5 3 4
21 22 23 18 19 20 15 16 17 12 13 14 33 34 35 30 31 32 27 28 29 24 25 26 45 46 47 42 43 44 39 40 41 36 37 38 9 10 11 6 7 8 3 4 5 0 1 2
22 23 21 19 20 18 16 17 15 13 14 12 34 35 33 31 32 30 28 29 27 25 26 24 46 47 45 43 44 42 40 41 39 37 38 36 10 11 9 7 8 6 4 5 3 1 2 0
23 21 22 20 18 19 17 15 16 14 12 13 35 33 34 32 30 31 29 27 28 26 24 25 47 45 46 44 42 43 41 39 40 38 36 37 11 9 10 8 6 7 5 3 4 2 0 1
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 26 24 28 29 27 31 32 30 34 35 33 37 38 36 40 41 39 43 44 42 46 47 45 1 2 0 4 5 3 7 8 6 10 11 9 13 14 12 16 17 15 19 20 18 22 23 21
26 24 25 29 27 28 32 30 31 35 33 34 38 36 37 41 39 40 44 42 43 47 45 46 2 0 1 5 3 4 8 6 7 11 9 10 14 12 13 17 15 16 20 18 19 23 21 22
27 28 29 24 25 26 33 34 35 30 31 32 39 40 41 36 37 38 45 46 47 42 43 44 3 4 5 0 1 2 9 10 11 6 7 8 15 16 17 12 13 14 21 22 23 18 19 20
28 29 27 25 26 24 34 35 33 31 32 30 40 41 39 37 38 36 46 47 45 43 44 42 4 5 3 1 2 0 10 11 9 7 8 6 16 17 15 13 14 12 22 23 21 19 20 18
29 27 28 26 24 25 35 33 34 32 30 31 41 39 40 38 36 37 47 45 46 44 42 43 5 3 4 2 0 1 11 9 10 8 6 7 17 15 16 14 12 13 23 21 22 20 18 19
30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41 6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17
31 32 30 34 35 33 25 26 24 28 29 27 43 44 42 46 47 45 37 38 36 40 41 39 7 8 6 10 11 9 1 2 0 4 5 3 19 20 18 22 23 21 13 14 12 16 17 15
32 30 31 35 33 34 26 24 25 29 27 28 44 42 43 47 45 46 38 36 37 41 39 40 8 6 7 11 9 10 2 0 1 5 3 4 20 18 19 23 21 22 14 12 13 17 15 16
33 34 35 30 31 32 27 28 29 24 25 26 45 46 47 42 43 44 39 40 41 36 37 38 9 10 11 6 7 8 3 4 5 0 1 2 21 22 23 18 19 20 15 16 17 12 13 14
34 35 33 31 32 30 28 29 27 25 26 24 46 47 45 43 44 42 40 41 39 37 38 36 10 11 9 7 8 6 4 5 3 1 2 0 22 23 21 19 20 18 16 17 15 13 14 12
35 33 34 32 30 31 29 27 28 26 24 25 47 45 46 44 42 43 41 39 40 38 36 37 11 9 10 8 6 7 5 3 4 2 0 1 23 21 22 20 18 19 17 15 16 14 12 13
36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
37 38 36 40 41 39 43 44 42 46 47 45 1 2 0 4 5 3 7 8 6 10 11 9 13 14 12 16 17 15 19 20 18 22 23 21 25 26 24 28 29 27 31 32 30 34 35 33
38 36 37 41 39 40 44 42 43 47 45 46 2 0 1 5 3 4 8 6 7 11 9 10 14 12 13 17 15 16 20 18 19 23 21 22 26 24 25 29 27 28 32 30 31 35 33 34
39 40 41 36 37 38 45 46 47 42 43 44 3 4 5 0 1 2 9 10 11 6 7 8 15 16 17 12 13 14 21 22 23 18 19 20 27 28 29 24 25 26 33 34 35 30 31 32
40 41 39 37 38 36 46 47 45 43 44 42 4 5 3 1 2 0 10 11 9 7 8 6 16 17 15 13 14 12 22 23 21 19 20 18 28 29 27 25 26 24 34 35 33 31 32 30
41 39 40 38 36 37 47 45 46 44 42 43 5 3 4 2 0 1 11 9 10 8 6 7 17 15 16 14 12 13 23 21 22 20 18 19 29 27 28 26 24 25 35 33 34 32 30 31
42 43 44 45 46 47 36 37 38 39 40 41 6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17 30 31 32 33 34 35 24 25 26 27 28 29
43 44 42 46 47 45 37 38 36 40 41 39 7 8 6 10 11 9 1 2 0 4 5 3 19 20 18 22 23 21 13 14 12 16 17 15 31 32 30 34 35 33 25 26 24 28 29 27
44 42 43 47 45 46 38 36 37 41 39 40 8 6 7 11 9 10 2 0 1 5 3 4 20 18 19 23 21 22 14 12 13 17 15 16 32 30 31 35 33 34 26 24 25 29 27 28
45 46 47 42 43 44 39 40 41 36 37 38 9 10 11 6 7 8 3 4 5 0 1 2 21 22 23 18 19 20 15 16 17 12 13 14 33 34 35 30 31 32 27 28 29 24 25 26
46 47 45 43 44 42 40 41 39 37 38 36 10 11 9 7 8 6 4 5 3 1 2 0 22 23 21 19 20 18 16 17 15 13 14 12 34 35 33 31 32 30 28 29 27 25 26 24
47 45 46 44 42 43 41 39 40 38 36 37 11 9 10 8 6 7 5 3 4 2 0 1 23 21 22 20 18 19 17 15 16 14 12 13 35 33 34 32 30 31 29 27 28 26 24 25
Z2xZ2xZ2xZ2xZ3
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 2 0 4 5 3 7 8 6 10 11 9 13 14 12 16 17 15 19 20 18 22 23 21 25 26 24 28 29 27 31 32 30 34 35 33 37 38 36 40 41 39 43 44 42 46 47 45
2 0 1 5 3 4 8 6 7 11 9 10 14 12 13 17 15 16 20 18 19 23 21 22 26 24 25 29 27 28 32 30 31 35 33 34 38 36 37 41 39 40 44 42 43 47 45 46
3 4 5 0 1 2 9 10 11 6 7 8 15 16 17 12 13 14 21 22 23 18 19 20 27 28 29 24 25 26 33 34 35 30 31 32 39 40 41 36 37 38 45 46 47 42 43 44
4 5 3 1 2 0 10 11 9 7 8 6 16 17 15 13 14 12 22 23 21 19 20 18 28 29 27 25 26 24 34 35 33 31 32 30 40 41 39 37 38 36 46 47 45 43 44 42
5 3 4 2 0 1 11 9 10 8 6 7 17 15 16 14 12 13 23 21 22 20 18 19 29 27 28 26 24 25 35 33 34 32 30 31 41 39 40 38 36 37 47 45 46 44 42 43
6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17 30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41
7 8 6 10 11 9 1 2 0 4 5 3 19 20 18 22 23 21 13 14 12 16 17 15 31 32 30 34 35 33 25 26 24 28 29 27 43 44 42 46 47 45 37 38 36 40 41 39
8 6 7 11 9 10 2 0 1 5 3 4 20 18 19 23 21 22 14 12 13 17 15 16 32 30 31 35 33 34 26 24 25 29 27 28 44 42 43 47 45 46 38 36 37 41 39 40
9 10 11 6 7 8 3 4 5 0 1 2 21 22 23 18 19 20 15 16 17 12 13 14 33 34 35 30 31 32 27 28 29 24 25 26 45 46 47 42 43 44 39 40 41 36 37 38
10 11 9 7 8 6 4 5 3 1 2 0 22 23 21 19 20 18 16 17 15 13 14 12 34 35 33 31 32 30 28 29 27 25 26 24 46 47 45 43 44 42 40 41 39 37 38 36
11 9 10 8 6 7 5 3 4 2 0 1 23 21 22 20 18 19 17 15 16 14 12 13 35 33 34 32 30 31 29 27 28 26 24 25 47 45 46 44 42 43 41 39 40 38 36 37
12 13 14 15 16 17 18 19 20 21 22 23 0 1 2 3 4 5 6 7 8 9 10 11 36 37 38 39 40 41 42 43 44 45 46 47 24 25 26 27 28 29 30 31 32 33 34 35
13 14 12 16 17 15 19 20 18 22 23 21 1 2 0 4 5 3 7 8 6 10 11 9 37 38 36 40 41 39 43 44 42 46 47 45 25 26 24 28 29 27 31 32 30 34 35 33
14 12 13 17 15 16 20 18 19 23 21 22 2 0 1 5 3 4 8 6 7 11 9 10 38 36 37 41 39 40 44 42 43 47 45 46 26 24 25 29 27 28 32 30 31 35 33 34
15 16 17 12 13 14 21 22 23 18 19 20 3 4 5 0 1 2 9 10 11 6 7 8 39 40 41 36 37 38 45 46 47 42 43 44 27 28 29 24 25 26 33 34 35 30 31 32
16 17 15 13 14 12 22 23 21 19 20 18 4 5 3 1 2 0 10 11 9 7 8 6 40 41 39 37 38 36 46 47 45 43 44 42 28 29 27 25 26 24 34 35 33 31 32 30
17 15 16 14 12 13 23 21 22 20 18 19 5 3 4 2 0 1 11 9 10 8 6 7 41 39 40 38 36 37 47 45 46 44 42 43 29 27 28 26 24 25 35 33 34 32 30 31
18 19 20 21 22 23 12 13 14 15 16 17 6 7 8 9 10 11 0 1 2 3 4 5 42 43 44 45 46 47 36 37 38 39 40 41 30 31 32 33 34 35 24 25 26 27 28 29
19 20 18 22 23 21 13 14 12 16 17 15 7 8 6 10 11 9 1 2 0 4 5 3 43 44 42 46 47 45 37 38 36 40 41 39 31 32 30 34 35 33 25 26 24 28 29 27
20 18 19 23 21 22 14 12 13 17 15 16 8 6 7 11 9 10 2 0 1 5 3 4 44 42 43 47 45 46 38 36 37 41 39 40 32 30 31 35 33 34 26 24 25 29 27 28
21 22 23 18 19 20 15 16 17 12 13 14 9 10 11 6 7 8 3 4 5 0 1 2 45 46 47 42 43 44 39 40 41 36 37 38 33 34 35 30 31 32 27 28 29 24 25 26
22 23 21 19 20 18 16 17 15 13 14 12 10 11 9 7 8 6 4 5 3 1 2 0 46 47 45 43 44 42 40 41 39 37 38 36 34 35 33 31 32 30 28 29 27 25 26 24
23 21 22 20 18 19 17 15 16 14 12 13 11 9 10 8 6 7 5 3 4 2 0 1 47 45 46 44 42 43 41 39 40 38 36 37 35 33 34 32 30 31 29 27 28 26 24 25
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 26 24 28 29 27 31 32 30 34 35 33 37 38 36 40 41 39 43 44 42 46 47 45 1 2 0 4 5 3 7 8 6 10 11 9 13 14 12 16 17 15 19 20 18 22 23 21
26 24 25 29 27 28 32 30 31 35 33 34 38 36 37 41 39 40 44 42 43 47 45 46 2 0 1 5 3 4 8 6 7 11 9 10 14 12 13 17 15 16 20 18 19 23 21 22
27 28 29 24 25 26 33 34 35 30 31 32 39 40 41 36 37 38 45 46 47 42 43 44 3 4 5 0 1 2 9 10 11 6 7 8 15 16 17 12 13 14 21 22 23 18 19 20
28 29 27 25 26 24 34 35 33 31 32 30 40 41 39 37 38 36 46 47 45 43 44 42 4 5 3 1 2 0 10 11 9 7 8 6 16 17 15 13 14 12 22 23 21 19 20 18
29 27 28 26 24 25 35 33 34 32 30 31 41 39 40 38 36 37 47 45 46 44 42 43 5 3 4 2 0 1 11 9 10 8 6 7 17 15 16 14 12 13 23 21 22 20 18 19
30 31 32 33 34 35 24 25 26 27 28 29 42 43 44 45 46 47 36 37 38 39 40 41 6 7 8 9 10 11 0 1 2 3 4 5 18 19 20 21 22 23 12 13 14 15 16 17
31 32 30 34 35 33 25 26 24 28 29 27 43 44 42 46 47 45 37 38 36 40 41 39 7 8 6 10 11 9 1 2 0 4 5 3 19 20 18 22 23 21 13 14 12 16 17 15
32 30 31 35 33 34 26 24 25 29 27 28 44 42 43 47 45 46 38 36 37 41 39 40 8 6 7 11 9 10 2 0 1 5 3 4 20 18 19 23 21 22 14 12 13 17 15 16
33 34 35 30 31 32 27 28 29 24 25 26 45 46 47 42 43 44 39 40 41 36 37 38 9 10 11 6 7 8 3 4 5 0 1 2 21 22 23 18 19 20 15 16 17 12 13 14
34 35 33 31 32 30 28 29 27 25 26 24 46 47 45 43 44 42 40 41 39 37 38 36 10 11 9 7 8 6 4 5 3 1 2 0 22 23 21 19 20 18 16 17 15 13 14 12
35 33 34 32 30 31 29 27 28 26 24 25 47 45 46 44 42 43 41 39 40 38 36 37 11 9 10 8 6 7 5 3 4 2 0 1 23 21 22 20 18 19 17 15 16 14 12 13
36 37 38 39 40 41 42 43 44 45 46 47 24 25 26 27 28 29 30 31 32 33 34 35 12 13 14 15 16 17 18 19 20 21 22 23 0 1 2 3 4 5 6 7 8 9 10 11
37 38 36 40 41 39 43 44 42 46 47 45 25 26 24 28 29 27 31 32 30 34 35 33 13 14 12 16 17 15 19 20 18 22 23 21 1 2 0 4 5 3 7 8 6 10 11 9
38 36 37 41 39 40 44 42 43 47 45 46 26 24 25 29 27 28 32 30 31 35 33 34 14 12 13 17 15 16 20 18 19 23 21 22 2 0 1 5 3 4 8 6 7 11 9 10
39 40 41 36 37 38 45 46 47 42 43 44 27 28 29 24 25 26 33 34 35 30 31 32 15 16 17 12 13 14 21 22 23 18 19 20 3 4 5 0 1 2 9 10 11 6 7 8
40 41 39 37 38 36 46 47 45 43 44 42 28 29 27 25 26 24 34 35 33 31 32 30 16 17 15 13 14 12 22 23 21 19 20 18 4 5 3 1 2 0 10 11 9 7 8 6
41 39 40 38 36 37 47 45 46 44 42 43 29 27 28 26 24 25 35 33 34 32 30 31 17 15 16 14 12 13 23 21 22 20 18 19 5 3 4 2 0 1 11 9 10 8 6 7
42 43 44 45 46 47 36 37 38 39 40 41 30 31 32 33 34 35 24 25 26 27 28 29 18 19 20 21 22 23 12 13 14 15 16 17 6 7 8 9 10 11 0 1 2 3 4 5
43 44 42 46 47 45 37 38 36 40 41 39 31 32 30 34 35 33 25 26 24 28 29 27 19 20 18 22 23 21 13 14 12 16 17 15 7 8 6 10 11 9 1 2 0 4 5 3
44 42 43 47 45 46 38 36 37 41 39 40 32 30 31 35 33 34 26 24 25 29 27 28 20 18 19 23 21 22 14 12 13 17 15 16 8 6 7 11 9 10 2 0 1 5 3 4
45 46 47 42 43 44 39 40 41 36 37 38 33 34 35 30 31 32 27 28 29 24 25 26 21 22 23 18 19 20 15 16 17 12 13 14 9 10 11 6 7 8 3 4 5 0 1 2
46 47 45 43 44 42 40 41 39 37 38 36 34 35 33 31 32 30 28 29 27 25 26 24 22 23 21 19 20 18 16 17 15 13 14 12 10 11 9 7 8 6 4 5 3 1 2 0
47 45 46 44 42 43 41 39 40 38 36 37 35 33 34 32 30 31 29 27 28 26 24 25 23 21 22 20 18 19 17 15 16 14 12 13 11 9 10 8 6 7 5 3 4 2 0 1
D48
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47
1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2
2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1
3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4
4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3
5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6
6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5
7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8
8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7
9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10
10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9
11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12
12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11
13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14
14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13
15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16
16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18
18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17
19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20
20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19
21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22
22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24
24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26
26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25
27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28
28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27
29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30
30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29
31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32
32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36 35 34
34 35 36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33
35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38 37 36
36 37 38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35
37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40 39 38
38 39 40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37
39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42 41 40
40 41 42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39
41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44 43 42
42 43 44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41
43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46 45 44
44 45 46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43
45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0 47 46
46 47 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45
47 46 45 44 43 42 41 40 39 38 37 36 35 34 33 32 31 30 29 28 27 26 25 24 23 22 21 20 19 18 17 16 15 14 13 12 11 10 9 8 7 6 5 4 3 2 1 0
Dic12
