g6	n	Q	bip	dist	Rnum	Rden	R	w
L???EA_Nq|^o~_	13	24	18	45	1125	126	8.9286	3,3,3,0,0,1,2,3,3,3,3,0,0
L???EA_KO~Hu~_	13	23	17	38	950	104	9.1346	2,1,1,2,0,0,2,2,3,3,2,2,3
L???EAoRi\Fw~_	13	24	18	45	1125	126	8.9286	3,3,1,2,0,1,2,3,3,1,2,3,0
L???EAoRG^EY~_	13	22	16	36	900	84	10.7143	2,2,0,2,0,2,2,2,2,2,2,2,2
L???EA_Nq|^o~_	13	25	21	39	975	100	9.7500	2,2,3,0,0,1,2,4,3,3,3,1,1
L???EA_KO~Hu~_	13	24	19	43	1075	101	10.6436	1,2,3,1,0,0,2,3,2,2,3,2,3
L???EAoRi\Fw~_	13	25	21	39	975	100	9.7500	3,2,1,2,0,1,1,3,3,1,3,3,2
L???EB_MUKb{~_	13	20	13	25	625	75	8.3333	2,1,3,0,1,2,0,1,2,2,2,3,1
L???EAoRG^EY~_	13	23	17	38	950	104	9.1346	1,2,0,2,0,2,1,3,3,2,2,2,3
L???E?pw?\by~_	13	20	13	25	625	75	8.3333	0,2,1,1,0,1,2,2,3,3,2,1,2
L???EA_KO~Hu~_	13	25	20	45	1125	125	9.0000	2,2,2,2,0,1,2,3,2,3,2,2,2
L???EB_MUKb{~_	13	21	14	33	825	91	9.0659	0,1,3,0,0,1,2,2,2,3,2,3,2
L???EAoRG^EY~_	13	24	20	36	900	76	11.8421	2,2,0,2,0,2,2,2,2,2,2,2,4
L???EA_Fx}Js~_	13	20	13	25	625	75	8.3333	1,3,2,1,0,0,2,2,3,1,2,2,1
L???E?pw?\by~_	13	21	15	24	600	66	9.0909	0,2,1,1,0,2,0,3,3,2,3,2,2
L???EB_MUKb{~_	13	22	16	33	825	84	9.8214	0,2,2,0,2,2,0,0,3,3,3,3,2
L???EAoRG^EY~_	13	25	20	45	1125	125	9.0000	2,2,0,2,1,2,2,3,2,2,2,3,2
L???EA_Fx}Js~_	13	21	14	33	825	91	9.0659	0,3,3,0,0,0,1,3,3,2,2,2,2
L???E?pw?\by~_	13	22	16	33	825	84	9.8214	2,0,2,0,0,2,1,3,3,2,2,2,3
L???EB_MUKb{~_	13	23	17	36	900	104	8.6538	0,2,2,1,2,1,2,0,3,3,3,3,1
L???EAoBy\Fw~_	13	20	13	25	625	75	8.3333	1,3,0,2,1,2,0,2,3,1,2,2,1
L???EA_Fx}Js~_	13	22	16	33	825	84	9.8214	0,3,3,0,2,0,0,3,3,2,2,2,2
L???E?pw?\by~_	13	23	17	36	900	104	8.6538	2,1,0,3,1,1,0,3,3,2,3,1,3
L???EB_MUKb{~_	13	24	19	41	1025	101	10.1485	0,2,3,0,1,1,2,2,2,3,3,3,2
L???EAoBy\Fw~_	13	21	15	24	600	66	9.0909	1,3,2,0,1,0,1,3,2,1,2,3,2
L???EA_Fx}Js~_	13	23	17	36	900	104	8.6538	3,2,3,0,0,1,1,3,3,0,3,3,1
L???E?pw?\by~_	13	24	19	41	1025	101	10.1485	2,1,2,1,0,1,2,3,3,2,2,2,3
L???EB_MUKb{~_	13	25	21	39	975	100	9.7500	0,2,3,0,0,1,3,3,3,3,2,3,2
L???EAoBy\Fw~_	13	22	16	33	825	84	9.8214	0,3,3,0,0,0,2,3,3,2,2,2,2
L???EA_Fx}Js~_	13	24	19	41	1025	101	10.1485	1,3,3,0,0,1,1,3,3,2,3,2,2
L???E?pw?\by~_	13	25	21	39	975	100	9.7500	0,3,3,0,1,2,1,3,3,2,2,2,3
L???E?o{?^fwrg	13	20	12	27	675	100	6.7500	1,2,1,2,0,1,2,2,2,1,2,2,2
L???EAoBy\Fw~_	13	23	17	36	900	104	8.6538	0,3,1,2,0,0,1,3,3,3,2,3,2
L???E?pNu\^o~_	13	20	12	19	475	100	4.7500	2,0,2,0,0,1,2,3,3,2,2,0,3
L???EA_Fx}Js~_	13	25	21	39	975	100	9.7500	2,3,2,0,0,0,3,3,4,0,3,3,2
L???E?pNu\^o~_	13	21	12	19	475	141	3.3688	1,1,1,1,0,1,2,3,4,2,2,1,2
L???E?o{?^fwrg	13	21	14	33	825	91	9.0659	1,2,1,2,0,2,0,2,2,2,1,3,3
L???EB_Np}B{~_	13	20	12	19	475	100	4.7500	1,2,2,0,3,0,0,2,3,3,0,2,2
L???EAoBy\Fw~_	13	24	19	41	1025	101	10.1485	2,2,2,1,0,0,2,3,3,1,3,3,2
L???EB_Np}B{~_	13	21	12	19	475	141	3.3688	0,2,3,0,1,2,0,3,2,1,1,3,3
L???E?pNu\^o~_	13	22	15	19	475	109	4.3578	0,3,3,0,0,1,2,3,3,2,2,0,3
L???E?o{?^fwrg	13	22	16	33	825	84	9.8214	0,3,3,0,0,2,0,2,2,2,2,3,3
L???EB_Np}B{~_	13	22	15	19	475	109	4.3578	0,3,2,0,1,2,0,2,3,1,2,3,3
L???E?pNu\^o~_	13	23	15	24	600	154	3.8961	1,2,1,2,0,2,2,3,3,2,2,2,1
L???EAoBy\Fw~_	13	25	21	39	975	100	9.7500	0,3,2,2,0,0,2,3,3,3,3,2,2
L???E?o{?^fwrg	13	23	18	33	825	79	10.4430	2,1,3,0,0,2,0,2,2,2,3,3,3
L???EB_Np}B{~_	13	23	15	24	600	154	3.8961	2,1,3,0,1,1,2,3,3,2,1,2,2
L???E?pNu\^o~_	13	24	18	27	675	126	5.3571	1,2,1,2,0,1,2,3,3,3,3,2,1
L???E?pBo\]B~_	13	20	12	27	675	100	6.7500	0,2,1,2,0,1,2,3,2,1,2,2,2
L???E?pNu\^o~_	13	25	18	26	650	175	3.7143	2,2,2,2,1,2,2,3,3,2,2,1,1
L???EB_Np}B{~_	13	24	18	27	675	126	5.3571	3,0,3,0,1,2,0,3,3,3,0,3,3
L???E?o{?^fwrg	13	24	18	45	1125	126	8.9286	1,2,1,2,0,1,2,3,3,3,0,3,3
L???E?xph}^o~_	13	20	12	19	475	100	4.7500	0,2,0,1,1,1,2,3,3,2,2,2,1
L???EB_Np}B{~_	13	25	18	26	650	175	3.7143	1,3,5,0,2,0,2,3,2,0,2,3,2
L???E?pBo\]B~_	13	21	14	33	825	91	9.0659	0,2,2,0,1,2,0,3,3,2,2,1,3
L???E?xph}^o~_	13	21	12	19	475	141	3.3688	1,1,0,0,2,3,0,3,3,2,2,0,4
L???E?o{?^fwrg	13	25	21	39	975	100	9.7500	1,2,2,2,0,1,2,3,2,2,2,3,3
L???E?oKO^Xu~_	13	20	12	27	675	100	6.7500	0,2,1,2,0,1,2,3,2,1,2,2,2
L???E?pBo\]B~_	13	22	16	33	825	84	9.8214	1,1,1,1,0,2,1,3,3,2,2,2,3
L???E?xph}^o~_	13	22	15	19	475	109	4.3578	1,2,0,1,2,1,2,3,3,2,2,2,1
L???E?oBx}Xs~_	13	20	12	27	675	100	6.7500	1,2,1,2,0,0,2,2,2,3,2,2,1
L???E?xph}^o~_	13	23	15	24	600	154	3.8961	1,2,0,1,2,2,2,3,3,2,2,2,1
L???E?pBo\]B~_	13	23	17	36	900	104	8.6538	1,2,1,2,0,1,2,3,3,2,2,1,3
L???E?oKO^Xu~_	13	21	14	33	825	91	9.0659	2,0,1,2,0,0,2,3,2,2,3,1,3
L???E?xph}^o~_	13	24	18	27	675	126	5.3571	1,2,0,1,2,1,2,3,3,3,3,2,1
L???E?oBx}Xs~_	13	21	14	33	825	91	9.0659	0,3,2,1,0,0,1,3,3,2,2,2,2
L???E?oKO^Xu~_	13	22	16	33	825	84	9.8214	1,1,1,2,0,2,0,3,2,2,3,2,3
L???E?xph}^o~_	13	25	18	26	650	175	3.7143	2,2,0,2,2,3,2,3,3,2,2,1,1
*** psi >= 1/25 : L???E?~Np}^o~_ Q=20 bip=16 dist=0 w=2,2,2,0,1,0,1,4,1,1,2,2,2
*** psi >= 1/25 : L???E?~Np}^o~_ Q=20 bip=16 dist=0 w=2,2,1,1,1,0,1,4,1,1,2,2,2
*** psi >= 1/25 : L???E?~Np}^o~_ Q=20 bip=16 dist=0 w=2,2,1,0,2,0,1,4,1,1,2,2,2
*** psi >= 1/25 : L???E?~Np}^o~_ Q=20 bip=16 dist=0 w=2,2,1,0,1,1,1,4,1,1,2,2,2
*** psi >= 1/25 : L???E?~Np}^o~_ Q=20 bip=16 dist=0 w=2,2,1,0,1,0,2,4,1,1,2,2,2
*** psi >= 1/25 : L???E?~Np}^o~_ Q=20 bip=16 dist=0 w=2,2,2,0,1,0,1,4,1,1,2,3,1
*** psi >= 1/25 : L???E?~Np}^o~_ Q=20 bip=16 dist=0 w=2,2,1,1,1,0,1,4,1,1,2,3,1
*** psi >= 1/25 : L???E?~Np}^o~_ Q=20 bip=16 dist=0 w=2,2,1,0,2,0,1,4,1,1,2,3,1
*** psi >= 1/25 : L???E?~Np}^o~_ Q=20 bip=16 dist=0 w=2,2,1,0,1,1,1,4,1,1,2,3,1
*** psi >= 1/25 : L???E?~Np}^o~_ Q=20 bip=16 dist=0 w=2,2,1,0,1,0,2,4,1,1,2,3,1
L???E?oBx}Xs~_	13	22	16	33	825	84	9.8214	1,2,2,1,0,0,2,3,3,2,2,2,2
L???E?pBo\]B~_	13	24	18	45	1125	126	8.9286	1,2,1,2,0,1,2,3,3,3,3,0,3
L???E?oKO^Xu~_	13	23	17	36	900	104	8.6538	1,2,1,2,0,1,2,3,2,2,3,1,3
L???E?oBx}Xs~_	13	23	18	33	825	79	10.4430	0,3,1,2,0,0,3,3,3,2,2,2,2
L???FB_eBKb{~_	13	20	12	27	675	100	6.7500	1,0,2,2,0,2,1,2,1,3,2,2,2
L???E?pBo\]B~_	13	25	21	39	975	100	9.7500	1,2,1,2,0,2,2,3,3,2,2,2,3
L???E?oKO^Xu~_	13	24	18	45	1125	126	8.9286	1,2,1,2,0,1,2,3,3,3,3,0,3
L???E?oBx}Xs~_	13	24	18	45	1125	126	8.9286	1,2,1,2,0,0,0,3,3,3,3,3,3
L???E?pNu\Fw~_	13	20	12	19	475	100	4.7500	1,1,1,1,0,2,1,3,3,1,2,1,3
L???FB_eBKb{~_	13	21	14	33	825	91	9.0659	2,0,2,2,0,0,2,1,2,3,3,3,1
L???E?pNu\Fw~_	13	21	12	19	475	141	3.3688	2,1,0,2,1,0,2,2,3,0,2,3,3
L???E?oKO^Xu~_	13	25	21	39	975	100	9.7500	1,2,2,2,0,1,2,3,2,2,3,2,3
L???FB_eBKb{~_	13	22	15	32	800	109	7.3394	2,0,2,1,2,1,2,1,2,3,3,2,1
L???E?oBx}Xs~_	13	25	21	39	975	100	9.7500	1,2,2,2,0,0,2,3,3,3,2,3,2
L???E?pNu\Fw~_	13	22	15	19	475	109	4.3578	1,2,1,2,0,1,2,3,3,1,2,1,3
L???EAokA\fw~_	13	20	12	27	675	100	6.7500	1,2,0,2,0,0,3,3,2,1,2,2,2
L???E?pNu\Fw~_	13	23	15	24	600	154	3.8961	1,2,2,2,0,1,2,3,2,2,3,1,2
L???FB_eBKb{~_	13	23	18	33	825	79	10.4430	2,0,2,0,2,1,1,0,3,3,3,3,3
L???EAoRh}^o~_	13	20	12	27	675	100	6.7500	1,2,0,2,0,1,2,3,3,2,2,1,1
L???EAokA\fw~_	13	21	14	33	825	91	9.0659	2,2,0,2,0,0,2,3,2,1,3,3,1
L???E?pNu\Fw~_	13	24	18	27	675	126	5.3571	3,0,0,3,0,0,3,3,3,1,3,2,3
L???FB_eBKb{~_	13	24	18	45	1125	126	8.9286	3,1,2,1,2,1,2,1,2,3,3,3,0
L???EAokA\fw~_	13	22	16	33	825	84	9.8214	2,2,2,0,0,2,0,3,2,1,3,3,2
L???EAoRh}^o~_	13	21	14	33	825	91	9.0659	2,2,0,2,0,0,2,3,3,3,3,0,1
L???E?pNu\Fw~_	13	25	18	27	675	175	3.8571	1,2,3,0,2,1,1,3,3,1,3,2,3
L???E?xph}Fw~_	13	20	12	19	475	100	4.7500	1,2,0,1,2,0,2,2,2,3,2,1,2
L???FB_eBKb{~_	13	25	21	39	975	100	9.7500	2,0,2,1,2,1,2,2,2,3,3,3,2
L???EAokA\fw~_	13	23	17	36	900	104	8.6538	2,3,0,2,0,1,2,3,1,2,3,3,1
L???EAoRh}^o~_	13	22	16	33	825	84	9.8214	2,2,1,1,0,0,2,3,3,3,3,0,2
L???E?xph}Fw~_	13	21	12	19	475	141	3.3688	1,2,0,2,1,2,1,3,3,2,1,1,2
L???FBOw@\By~_	13	20	12	27	675	100	6.7500	0,1,2,2,0,0,3,2,3,1,2,2,2
L???E?xph}Fw~_	13	22	15	19	475	109	4.3578	1,2,0,1,2,1,2,3,3,2,1,1,3
L???EAokA\fw~_	13	24	18	45	1125	126	8.9286	3,3,1,2,0,1,2,3,1,2,3,3,0
L???EAoRh}^o~_	13	23	17	36	900	104	8.6538	2,2,1,2,0,1,2,3,3,3,3,0,1
L???FBOw@\By~_	13	21	14	33	825	91	9.0659	0,2,2,2,0,0,2,2,3,1,3,3,1
L???E?xph}Fw~_	13	23	15	24	600	154	3.8961	1,2,0,2,2,1,2,3,2,3,2,1,2
L???EAokA\fw~_	13	25	21	39	975	100	9.7500	2,2,3,0,1,1,1,4,2,1,3,3,2
L???FBOw@\By~_	13	22	16	33	825	84	9.8214	1,1,2,2,0,1,1,2,3,1,3,3,2
L???EAoRh}^o~_	13	24	18	45	1125	126	8.9286	3,3,1,2,0,1,2,3,3,3,3,0,0
L???E?xph}Fw~_	13	24	18	27	675	126	5.3571	0,3,0,2,1,2,1,3,3,3,1,2,3
L???EAoRh}Fw~_	13	20	12	27	675	100	6.7500	1,2,0,2,0,1,2,3,3,2,1,1,2
L???E?xph}Fw~_	13	25	18	27	675	175	3.8571	2,1,0,2,1,2,1,3,3,3,0,4,3
L???FBOw@\By~_	13	23	18	33	825	79	10.4430	0,2,2,2,0,0,2,2,3,1,3,3,3
L???EAoRh}^o~_	13	25	21	39	975	100	9.7500	2,2,1,2,0,1,2,4,3,3,3,1,1
L???EBo{?^fw~_	13	20	12	19	475	100	4.7500	2,1,0,2,1,0,2,2,1,2,2,3,2
L???EAoRh}Fw~_	13	21	14	33	825	91	9.0659	2,2,0,2,0,0,2,3,3,3,2,1,1
L???EBo{?^fw~_	13	21	12	19	475	141	3.3688	1,1,0,3,0,1,1,3,0,2,3,2,4
L???FBOw@\By~_	13	24	18	45	1125	126	8.9286	1,2,3,3,0,1,2,1,3,2,3,3,0
L???EAoRh}Fw~_	13	22	16	33	825	84	9.8214	2,2,0,2,0,0,2,3,3,3,3,0,2
L???FBOFo}Ds~_	13	20	12	27	675	100	6.7500	0,1,2,2,0,0,3,3,3,0,2,2,2
L???FBOw@\By~_	13	25	21	39	975	100	9.7500	1,1,3,2,0,1,2,3,4,0,3,3,2
L???EBo{?^fw~_	13	22	15	19	475	109	4.3578	0,3,2,1,0,1,2,3,1,1,3,2,3
L???EAoRh}Fw~_	13	23	17	36	900	104	8.6538	2,2,1,2,0,1,2,3,3,3,2,1,1
L???FBo{?}@}~_	13	20	12	19	475	100	4.7500	0,0,3,2,0,0,3,2,2,1,3,2,2
L???EBo{?^fw~_	13	23	15	24	600	154	3.8961	2,1,0,3,0,4,0,3,2,1,2,3,2
L???FBOFo}Ds~_	13	21	14	33	825	91	9.0659	0,2,2,2,0,0,2,3,3,2,1,3,1
L???FBo{?}@}~_	13	21	12	19	475	141	3.3688	1,2,0,2,0,0,3,2,0,3,3,2,3
L???EBo{?^fw~_	13	24	18	27	675	126	5.3571	2,1,1,2,1,2,0,3,1,2,3,3,3
L???FBo{?}@}~_	13	22	15	19	475	109	4.3578	1,0,2,3,0,0,3,3,2,1,3,2,2
L???FBOFo}Ds~_	13	22	16	33	825	84	9.8214	2,0,2,2,2,0,0,3,3,0,3,3,2
L???EBo{?^fw~_	13	25	18	27	675	175	3.8571	2,1,1,2,1,1,2,3,2,1,3,3,3
L???EAoRh}Fw~_	13	24	18	45	1125	126	8.9286	3,3,1,2,0,1,2,3,3,3,2,1,0
L???FBo{?}@}~_	13	23	15	24	600	154	3.8961	0,1,2,3,0,3,1,3,3,0,3,2,2
L???E?pBv_xs~_	13	20	12	27	675	100	6.7500	0,2,1,2,0,1,2,3,2,2,2,2,1
L???FBOFo}Ds~_	13	23	18	33	825	79	10.4430	0,2,2,2,0,1,1,3,3,0,3,3,3
L???FBo{?}@}~_	13	24	18	27	675	126	5.3571	0,2,1,3,2,0,1,3,1,2,3,3,3
L???EAoRh}Fw~_	13	25	21	39	975	100	9.7500	3,3,1,1,0,1,1,3,3,3,4,0,2
L???E?pBv_xs~_	13	21	14	33	825	91	9.0659	1,0,1,2,0,1,2,2,3,3,2,2,2
L???FBo{?}@}~_	13	25	17	28	700	200	3.5000	0,2,1,2,0,2,2,3,2,2,4,2,3
L???E?pw?}xs~_	13	20	13	25	625	75	8.3333	1,0,2,1,1,1,0,1,2,2,3,3,3
L???FBOFo}Ds~_	13	24	18	45	1125	126	8.9286	1,2,3,3,0,1,2,3,3,1,2,3,0
L???F?\FvD^o~_	13	20	12	19	475	100	4.7500	0,3,0,0,1,2,2,2,2,3,3,2,0
L???E?pBv_xs~_	13	22	16	33	825	84	9.8214	2,0,3,0,0,0,3,2,3,3,2,2,2
L???F?\FvD^o~_	13	21	12	19	475	141	3.3688	0,1,2,0,1,2,3,3,3,2,2,1,1
L???FBOFo}Ds~_	13	25	20	39	975	125	7.8000	3,0,3,2,0,0,2,3,4,3,0,4,1
L???E?pw?}xs~_	13	21	14	33	825	91	9.0659	0,1,3,0,2,1,0,2,3,2,3,2,2
L???E?pBv_xs~_	13	23	16	36	900	129	6.9767	0,2,4,0,0,0,3,2,2,3,2,3,2
L???F?\FvD^o~_	13	22	15	19	475	109	4.3578	0,1,2,0,1,2,3,3,2,3,3,1,1
L???F?\FvD^o~_	13	23	15	24	600	154	3.8961	0,1,2,0,2,2,3,3,2,3,3,1,1
L???E?pw?}xs~_	13	22	16	32	800	84	9.5238	0,2,2,1,0,1,2,1,3,3,3,2,2
L???E?pBv_xs~_	13	24	18	45	1125	126	8.9286	0,0,1,2,0,1,2,3,3,3,3,3,3
L???FAW`_}Ks]C	13	20	12	40	1000	100	10.0000	2,0,2,0,2,0,2,2,2,2,2,2,2
L???F?\FvD^o~_	13	24	18	27	675	126	5.3571	0,1,2,1,1,1,3,3,3,3,3,0,3
L???F?\FvD^o~_	13	25	18	26	650	175	3.7143	0,2,2,0,2,2,5,3,3,2,2,1,1
L???E?pBv_xs~_	13	25	21	39	975	100	9.7500	0,2,1,2,0,0,4,3,3,3,3,2,2
L???E?pw?}xs~_	13	23	18	33	825	79	10.4430	0,3,3,0,1,1,1,2,3,2,3,2,2
L???E?xMP}Wu~_	13	20	12	19	475	100	4.7500	2,1,0,1,2,0,2,2,2,0,3,3,2
L???E?xMP}Wu~_	13	21	12	19	475	141	3.3688	0,2,0,1,2,2,1,3,1,2,2,2,3
L???FAW`_}Ks]C	13	21	12	40	1000	141	7.0922	2,0,2,0,2,1,2,2,2,2,2,2,2
L???E?pw?}xs~_	13	24	18	39	975	126	7.7381	0,2,3,1,0,2,2,3,3,3,2,2,1
L???E?xMP}Wu~_	13	22	15	19	475	109	4.3578	1,2,0,1,2,1,2,3,2,1,2,2,3
L??CAB_GoxnonO	13	20	12	40	1000	100	10.0000	2,2,0,0,0,2,2,2,2,2,2,2,2
L???E?xMP}Wu~_	13	23	15	24	600	154	3.8961	1,2,0,1,2,2,2,3,1,2,2,2,3
L???E?pw?}xs~_	13	25	21	39	975	100	9.7500	1,1,3,0,0,1,3,3,3,3,3,2,2
L???E?xMP}Wu~_	13	24	18	27	675	126	5.3571	1,2,0,1,2,1,2,3,1,2,3,3,3
L??CAB_GoxnonO	13	21	14	29	725	91	7.9670	2,1,1,0,2,1,2,1,2,2,3,2,2
L???E?pBv_xsNo	13	20	12	27	675	100	6.7500	1,2,1,2,0,1,2,2,2,2,2,2,1
L???E?xMP}Wu~_	13	25	18	27	675	175	3.8571	2,1,0,0,3,2,1,3,0,3,4,3,3
L???FAW`_}Ks]C	13	22	14	42	1050	134	7.8358	2,0,1,2,1,1,2,1,3,3,2,2,2
L??CAB_GoxnonO	13	22	15	33	825	109	7.5688	2,1,1,0,3,0,2,2,2,3,3,1,2
L???E?pBv_xsNo	13	21	14	33	825	91	9.0659	1,1,3,0,2,1,0,1,2,2,3,3,2
*** psi >= 1/25 : L???FB_Fw~^o~_ Q=25 bip=25 dist=0 w=1,1,3,2,1,1,1,4,1,2,3,4,1
*** psi >= 1/25 : L???FB_Fw~^o~_ Q=25 bip=25 dist=0 w=1,1,3,2,1,1,1,3,2,2,3,4,1
*** psi >= 1/25 : L???FB_Fw~^o~_ Q=25 bip=25 dist=0 w=1,1,3,2,1,1,1,4,1,2,3,5,0
*** psi >= 1/25 : L???FB_Fw~^o~_ Q=25 bip=25 dist=0 w=1,1,3,2,1,1,1,3,2,2,3,5,0
L???E?pBv_xsNo	13	22	16	33	825	84	9.8214	1,1,0,3,2,1,0,2,2,2,3,3,2
L???FAW`_}Ks]C	13	23	16	40	1000	129	7.7519	3,1,0,1,1,1,2,2,3,3,2,3,1
L???E?pBv_xsNo	13	23	18	33	825	79	10.4430	0,2,2,1,0,1,2,3,2,2,3,3,2
L??CAB_GoxnonO	13	23	16	40	1000	129	7.7519	3,2,0,0,1,2,2,1,3,1,3,2,3
L???FBOFp\^o~_	13	20	12	27	675	100	6.7500	0,1,2,2,0,1,2,3,3,2,2,1,1
L???FAW`_}Ks]C	13	24	18	47	1175	126	9.3254	2,1,1,1,2,2,1,0,3,3,2,3,3
L???E?pBv_xsNo	13	24	18	45	1125	126	8.9286	1,2,1,2,0,1,2,0,3,3,3,3,3
L???FBOFp\^o~_	13	21	14	33	825	91	9.0659	0,2,2,2,0,0,2,3,3,3,3,0,1
L??CAB_GoxnonO	13	24	18	47	1175	126	9.3254	2,3,0,0,0,3,0,3,3,2,3,2,3
L???E?pBv_xsNo	13	25	21	39	975	100	9.7500	0,3,1,2,1,0,3,2,3,2,3,3,2
L???FBOFp\^o~_	13	22	16	33	825	84	9.8214	0,2,2,2,0,0,2,3,3,3,3,1,1
L???FAW`_}Ks]C	13	25	19	54	1350	150	9.0000	2,1,2,0,2,1,2,3,2,2,3,3,2
L???E?xHuLZA~_	13	20	13	25	625	75	8.3333	2,1,1,0,3,2,0,1,2,3,2,2,1
L???FBOFp\^o~_	13	23	16	36	900	129	6.9767	0,2,2,2,0,1,2,4,3,2,3,1,1
L??CAB_GoxnonO	13	25	21	39	975	100	9.7500	0,3,2,1,2,1,0,3,3,3,3,2,2
L???E?xHuLZA~_	13	21	14	33	825	91	9.0659	0,1,0,1,2,2,1,2,3,3,2,2,2
L??CAB_Fz{NonO	13	20	12	29	725	100	7.2500	2,2,1,0,0,1,2,2,2,2,1,2,3
L??CA?orG^NonO	13	20	12	40	1000	100	10.0000	2,2,0,2,0,0,2,2,2,2,2,2,2
L???FBOFp\^o~_	13	24	18	45	1125	126	8.9286	1,2,3,3,0,1,2,3,3,3,3,0,0
L???E?xHuLZA~_	13	22	16	33	825	84	9.8214	2,0,2,2,0,0,2,0,3,3,3,3,2
L??CAB_Fz{NonO	13	21	15	24	600	66	9.0909	2,3,1,0,0,1,3,2,2,2,0,3,2
L???FBOFp\^o~_	13	25	21	39	975	100	9.7500	0,2,2,3,0,1,2,4,3,3,3,1,1
L??CA?orG^NonO	13	21	12	40	1000	141	7.0922	2,2,0,2,0,1,2,2,2,2,2,2,2
L???E?xHuLZA~_	13	23	17	32	800	104	7.6923	1,2,1,1,1,1,2,1,3,3,2,3,2
L??CAB_Fz{NonO	13	22	16	33	825	84	9.8214	3,3,0,0,0,2,2,2,2,2,2,1,3
L???FAWFo}Ks~_	13	20	12	27	675	100	6.7500	2,0,3,1,0,0,2,2,3,2,1,2,2
L???FAWFo}Ks~_	13	21	14	33	825	91	9.0659	2,0,2,0,2,0,2,3,3,2,1,3,1
L??CAB_Fz{NonO	13	23	17	36	900	104	8.6538	3,3,0,0,0,3,2,3,2,1,2,1,3
L??CA?orG^NonO	13	22	15	33	825	109	7.5688	3,1,1,1,0,1,3,2,2,1,3,2,2
L???E?xHuLZA~_	13	24	19	41	1025	101	10.1485	0,2,1,1,2,1,2,2,3,3,3,2,2
L???FAWFo}Ks~_	13	22	16	33	825	84	9.8214	2,0,2,1,1,0,2,3,3,2,1,3,2
L??CAB_Fz{NonO	13	24	19	41	1025	101	10.1485	3,3,1,0,0,2,2,3,2,2,2,1,3
L???E?xHuLZA~_	13	25	21	39	975	100	9.7500	1,1,0,2,1,2,2,3,3,3,2,3,2
L???FAWFo}Ks~_	13	23	18	33	825	79	10.4430	2,0,2,0,2,1,1,3,3,2,1,3,3
L??CA?orG^NonO	13	23	18	33	825	79	10.4430	0,3,0,3,1,2,0,3,3,2,2,2,2
L??CAB_Fz{NonO	13	25	21	39	975	100	9.7500	3,3,0,0,0,2,2,3,3,2,4,0,3
L???FB_{?~@}~_	13	20	12	19	475	100	4.7500	0,0,2,3,1,1,0,2,1,2,2,3,3
L???FAWFo}Ks~_	13	24	18	45	1125	126	8.9286	3,1,2,1,2,1,2,3,3,1,2,3,0
L??CABo{B{VgB{	13	20	13	25	625	75	8.3333	2,2,0,1,0,1,2,3,2,1,3,2,1
L???FB_{?~@}~_	13	21	12	19	475	141	3.3688	2,1,0,3,0,2,1,2,1,3,2,2,2
L??CA?orG^NonO	13	24	18	47	1175	126	9.3254	3,0,3,0,0,0,3,2,3,2,3,2,3
L???FAWFo}Ks~_	13	25	21	39	975	100	9.7500	2,1,1,2,1,0,3,4,3,3,0,3,2
*** psi >= 1/25 : L???F?^Fv{^o~_ Q=20 bip=16 dist=0 w=2,1,1,1,2,1,0,4,1,3,0,2,2
*** psi >= 1/25 : L???F?^Fv{^o~_ Q=20 bip=16 dist=0 w=2,1,1,1,2,1,0,4,0,4,0,2,2
*** psi >= 1/25 : L???F?^Fv{^o~_ Q=20 bip=16 dist=0 w=2,1,1,1,2,1,0,4,1,3,0,3,1
*** psi >= 1/25 : L???F?^Fv{^o~_ Q=20 bip=16 dist=0 w=2,1,1,1,2,1,0,4,0,4,0,3,1
L???FB_{?~@}~_	13	22	15	19	475	109	4.3578	0,1,2,3,0,1,2,1,2,3,3,2,2
L??CABo{B{VgB{	13	21	15	24	600	66	9.0909	3,2,0,1,0,1,2,3,0,2,2,3,2
L???FB_{?~@}~_	13	23	15	24	600	154	3.8961	0,1,2,3,0,2,2,1,2,3,3,2,2
L??CA?orG^NonO	13	25	21	39	975	100	9.7500	0,3,2,1,0,2,0,3,4,2,2,3,3
L??CABo{B{VgB{	13	22	16	33	825	84	9.8214	3,3,0,0,0,2,2,2,1,1,3,3,2
L???FB_{?~@}~_	13	24	18	27	675	126	5.3571	1,2,0,3,0,2,1,2,1,3,3,3,3
L??CA?_~@}JsfW	13	20	12	40	1000	100	10.0000	2,2,2,0,0,0,2,2,2,2,2,2,2
L??CAB{Nr{Vg~?	13	20	12	27	675	100	6.7500	2,2,0,0,0,2,3,3,2,1,2,2,1
L???FB_{?~@}~_	13	25	18	27	675	175	3.8571	0,1,2,3,0,3,0,1,2,3,3,4,3
L??CABo{B{VgB{	13	23	17	36	900	104	8.6538	3,3,0,0,1,2,3,2,0,2,3,3,1
L??CAB{Nr{Vg~?	13	21	14	33	825	91	9.0659	3,3,0,0,0,1,3,3,1,2,2,2,1
L??CA?_~@}JsfW	13	21	12	40	1000	141	7.0922	2,2,2,0,0,1,2,2,2,2,2,2,2
L??CABo{B{VgB{	13	24	19	41	1025	101	10.1485	3,3,0,1,0,2,3,2,0,2,3,3,2
L???FBOBw}Ds~_	13	20	13	25	625	75	8.3333	0,1,3,2,1,0,2,2,3,1,2,2,1
